@relation 'mutationvariants-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute KOSJ950102 numeric
@attribute KOSJ950107 numeric
@attribute KOSJ950112 numeric
@attribute GENE_FAMILY numeric
@attribute class {pathogenic,benign,conflicting,risk,unknown}

@data
0,0,0,4166,pathogenic
2.1,5.9,1.7,11411,pathogenic
0.3,1.7,2,329,pathogenic
0,0,0,19139,pathogenic
0.1,4.3,3.2,29262,pathogenic
5.7,0.1,1.9,4177,pathogenic
0.9,1.7,1.2,1742,benign
1.5,0.1,0.7,24054,benign
5.7,0.1,1.9,2714,pathogenic
0.5,0.9,0.5,25382,pathogenic
4.6,6.2,3.9,1122,pathogenic
5.7,0.1,1.9,7710,pathogenic
0,0,0,13444,pathogenic
0.1,0.1,0.5,26527,pathogenic
1.5,0.1,0.7,8803,pathogenic
0.1,0.1,0.5,7577,pathogenic
0.1,0.1,1.7,24931,pathogenic
1.5,0.1,0.7,175,pathogenic
0.1,0.1,0.3,2211,pathogenic
0.3,1.7,2,9183,pathogenic
0,0,0,11133,pathogenic
1.7,1.7,3.4,12601,pathogenic
0.1,0.3,1,1390,benign
3,0.3,0.1,17944,benign
58.5,78.1,66.7,29,pathogenic
0,0,0,9023,pathogenic
59,72.3,58.8,2666,benign
0.1,0.1,0.5,29,pathogenic
0,0,0,3416,pathogenic
0,0,0,29,pathogenic
0.5,0.1,0.1,6595,pathogenic
59,72.3,58.8,11273,benign
4.6,6.2,3.9,19139,pathogenic
1.7,1.7,3.4,3582,pathogenic
0.5,0.1,0.1,6484,benign
0,0,0,6595,pathogenic
0,0,0,6595,pathogenic
49.8,67.3,57.1,3546,pathogenic
1.5,0.1,0.7,2019,benign
0.1,0.1,0.4,6547,pathogenic
0.1,4.3,3.2,2928,benign
58.5,78.1,66.7,19185,benign
0.6,0.9,0.5,3546,pathogenic
0.5,0.1,0.5,6998,pathogenic
2.3,8.3,9.4,6649,benign
49.8,67.3,57.1,6998,pathogenic
0.1,0.1,1.7,6998,pathogenic
0.5,0.1,0.1,3327,benign
0.5,0.8,0.1,8101,pathogenic
0,0,0,1101,pathogenic
0.1,0.3,0.2,2202,benign
66.4,71.2,60.6,5394,benign
0,0,0,3097,pathogenic
4.6,6.2,3.9,8140,pathogenic
0.1,0.1,1.7,2211,benign
0.5,0.1,0.5,2219,benign
1.4,0.1,0.9,6998,pathogenic
0.9,1.7,1.2,18083,benign
0.5,0.1,0.1,17416,benign
1.4,0.1,0.9,869,pathogenic
0.5,0.9,0.5,9585,benign
2.1,5.9,1.7,21158,benign
0.1,0.3,1,9177,benign
3,0.3,0.1,3604,benign
5.7,0.1,1.9,29683,pathogenic
1.5,0.1,0.7,6388,benign
0.7,0.1,0.2,18674,pathogenic
0.3,1.7,2,17208,pathogenic
0.1,0.4,0.1,29,pathogenic
0.5,0.1,0.1,10798,benign
0.1,4.3,3.2,8101,pathogenic
0.3,1.7,2,18865,benign
0,0,0,3748,pathogenic
0.7,0.1,0.6,12840,benign
0.1,0.1,1.7,8140,pathogenic
0.1,0.1,0.5,7808,pathogenic
0.1,0.1,0.4,4584,pathogenic
2.4,0.1,3.9,2928,benign
0.1,0.1,0.2,27337,pathogenic
49.8,67.3,57.1,23734,benign
0.1,0.1,0.2,7883,pathogenic
2.8,0.1,3.6,12601,benign
0.5,0.9,0.5,60,benign
0.1,0.1,0.8,28862,pathogenic
2.1,5.9,1.7,24931,pathogenic
0.1,0.1,0.2,4392,pathogenic
0.9,1.7,1.2,18040,benign
0.7,0.1,0.2,6547,pathogenic
4.2,1.2,0.5,3436,benign
0.5,0.1,0.1,26293,benign
0,0,0,7897,pathogenic
0.1,4.3,3.2,1753,benign
4.6,6.2,3.9,17084,benign
0,0,0,6493,pathogenic
1.7,1.7,3.4,5172,benign
1.4,0.1,0.9,11117,pathogenic
0.7,0.1,0.2,23109,benign
58.5,78.1,66.7,3497,benign
0.1,0.4,0.1,17582,benign
0.1,0.3,0.1,23194,pathogenic
0,0,0,12403,pathogenic
0.1,0.1,0.2,11540,pathogenic
0.1,0.1,1.7,9251,pathogenic
0.1,0.1,0.7,795,pathogenic
0.5,0.1,0.5,3585,benign
0.9,1.7,1.2,9251,pathogenic
8.4,11.7,7.5,6585,benign
0.5,0.8,0.1,9251,pathogenic
0.9,1.7,1.2,15836,pathogenic
4.6,6.2,3.9,92,benign
49.8,67.3,57.1,11824,benign
0.1,0.1,0.3,11824,benign
0.1,4.3,3.2,23336,benign
0,0,0,10914,pathogenic
0.5,0.9,0.5,4801,pathogenic
0,0,0,25566,pathogenic
0.5,0.1,0.1,8101,benign
0.1,0.3,1,26521,benign
0,0,0,1076,pathogenic
1.5,0.1,0.7,15946,benign
0.1,0.3,0.8,2770,pathogenic
0.7,0.1,0.2,2389,pathogenic
0.5,0.1,0.1,26703,benign
7.8,0.8,0.1,7765,pathogenic
0.1,0.1,0.5,20,pathogenic
0.5,0.9,0.5,16700,pathogenic
0.5,0.1,0.5,1393,benign
0.1,0.1,1.7,2928,benign
0.3,1.7,2,6547,pathogenic
1.5,0.1,0.7,92,pathogenic
8.4,11.7,7.5,20766,pathogenic
4.6,6.2,3.9,7907,benign
5.7,0.1,1.9,11114,benign
0.1,0.1,1.7,28086,benign
0,0,0,3097,pathogenic
0.1,4.3,3.2,2343,pathogenic
59,72.3,58.8,17084,benign
0,0,0,7765,pathogenic
0.7,0.1,0.2,129,pathogenic
0,0,0,29253,pathogenic
0,0,0,29253,pathogenic
0.1,0.6,0.3,15946,benign
0.5,0.1,0.5,7765,pathogenic
0.9,1.7,1.2,7133,benign
1.5,0.1,0.7,1390,benign
0,0,0,18362,pathogenic
0.1,0.1,0.7,3582,benign
0,0,0,8786,pathogenic
1.7,1.7,3.4,1375,pathogenic
2.8,0.1,3.6,3582,pathogenic
0.5,0.1,0.1,29666,benign
0.1,4.3,3.2,30664,benign
2.1,5.9,1.7,29216,benign
2.4,0.1,3.9,1388,pathogenic
0.1,0.3,0.2,14673,benign
0.1,4.3,3.2,12403,benign
0.8,1.7,1,12403,benign
0.8,1.7,1,9921,benign
59,72.3,58.8,26648,benign
1.7,1.7,3.4,7578,benign
1.4,0.1,0.9,19102,pathogenic
5.7,0.1,1.9,4318,benign
82.8,91.5,77.9,10585,pathogenic
0.8,1.7,1,16255,benign
0.6,0.9,0.5,20766,pathogenic
1.7,1.7,3.4,1919,pathogenic
1.4,0.1,0.9,3755,benign
0.6,0.9,0.5,30794,pathogenic
4.6,6.2,3.9,3497,benign
0,0,0,14294,pathogenic
0.1,0.3,0.2,17761,pathogenic
82.8,91.5,77.9,18590,benign
0.1,0.1,1.7,10295,benign
0.6,0.9,0.5,28908,pathogenic
0.1,0.3,0.2,10379,benign
0.5,0.1,0.5,17208,pathogenic
0.8,1.7,1,3192,pathogenic
1.5,0.1,0.7,30859,pathogenic
1.5,0.1,0.7,18708,benign
0.9,1.7,1.2,18806,benign
4.6,6.2,3.9,6696,benign
0.1,0.1,0.3,1966,pathogenic
0.1,0.3,0.2,10254,benign
5.7,0.1,1.9,26648,pathogenic
0.1,0.3,0.8,26293,benign
0.1,0.6,0.3,2578,pathogenic
0.1,0.1,0.3,19904,benign
1.5,0.1,0.7,6859,pathogenic
4.6,6.2,3.9,26521,pathogenic
0.1,0.1,0.5,16974,pathogenic
0.1,0.1,0.5,22197,pathogenic
0.1,0.1,0.4,1541,pathogenic
0.1,0.1,0.1,15710,pathogenic
2.3,8.3,9.4,17089,benign
1.7,1.7,3.4,9179,pathogenic
0,0,0,2213,pathogenic
2.1,5.9,1.7,20125,benign
2.8,0.1,3.6,9115,pathogenic
0.1,0.1,2.3,2578,pathogenic
0.1,0.1,0.2,17619,pathogenic
4.6,6.2,3.9,4026,benign
0.1,0.3,0.8,11957,pathogenic
1.5,0.1,0.7,14581,benign
0,0,0,1550,pathogenic
0.1,0.1,0.5,29077,benign
0.9,1.7,1.2,2665,pathogenic
0,0,0,3519,pathogenic
0.1,0.1,0.1,4283,pathogenic
0.5,0.1,0.1,12363,pathogenic
0,0,0,950,pathogenic
0.1,0.1,0.3,11777,pathogenic
0.1,0.1,0.3,29099,pathogenic
4.2,1.2,0.5,57,pathogenic
0.5,0.1,0.1,28486,benign
0.1,0.1,0.3,4837,pathogenic
82.8,91.5,77.9,5112,pathogenic
0,0,0,29357,pathogenic
4.6,6.2,3.9,7516,benign
0,0,0,2978,pathogenic
0.1,1.5,0.8,2942,benign
0,0,0,9816,pathogenic
0,0,0,2079,pathogenic
0.7,0.1,0.2,29077,benign
58.5,78.1,66.7,11272,benign
0.5,0.1,0.1,12403,pathogenic
2.3,8.3,9.4,6235,pathogenic
0.4,1.1,2.7,12403,pathogenic
1.5,0.1,0.7,2348,pathogenic
0.1,0.1,0.2,12403,pathogenic
4.6,6.2,3.9,12403,pathogenic
0.1,0.1,1.7,12403,pathogenic
5.7,0.1,1.9,12403,pathogenic
0.1,0.1,0.8,24245,benign
49.8,67.3,57.1,12403,pathogenic
1.4,0.1,0.9,12403,pathogenic
5.7,5.8,4.9,12403,benign
0.6,0.1,1,4326,pathogenic
0.9,1.7,1.2,7606,pathogenic
5.7,0.1,1.9,10004,benign
0.1,4.3,3.2,904,benign
0.1,4.3,3.2,17416,benign
0.1,4.3,3.2,6371,pathogenic
0.5,0.9,0.5,12597,pathogenic
0.1,0.1,1.7,21022,benign
82.8,91.5,77.9,32456,pathogenic
0.1,0.6,0.2,32456,pathogenic
0.1,0.1,1.7,16035,benign
0.5,0.1,0.1,24565,pathogenic
2.1,5.9,1.7,9024,pathogenic
0.5,0.1,0.5,6814,benign
0.9,1.7,1.2,3604,benign
4.6,6.2,3.9,1100,benign
0.1,0.1,1.7,8818,pathogenic
0,0,0,16472,pathogenic
49.8,67.3,57.1,34,pathogenic
0.5,0.1,0.5,18127,benign
0,0,0,11654,pathogenic
0,0,0,11654,pathogenic
0.1,4.3,3.2,13780,pathogenic
0,0,0,13780,pathogenic
0.1,0.6,0.2,13780,pathogenic
0.1,0.3,1,21637,pathogenic
0,0,0,20626,pathogenic
0.8,1.7,1,1078,pathogenic
2.4,0.1,3.9,16732,pathogenic
0,0,0,2928,pathogenic
0.1,0.1,0.2,13723,pathogenic
5.7,0.1,1.9,17574,benign
0.1,0.1,1.7,13444,pathogenic
0.1,0.3,0.1,7765,pathogenic
0.3,1.7,2,2961,benign
0,0,0,20473,pathogenic
0,0,0,3052,pathogenic
0,0,0,16627,pathogenic
0.1,4.3,3.2,28862,pathogenic
0.5,0.1,0.1,10484,pathogenic
0.8,1.7,1,897,benign
0,0,0,3349,pathogenic
0,0,0,7606,pathogenic
58.5,78.1,66.7,3097,benign
0.1,0.1,0.2,19974,benign
1.5,0.1,0.7,2077,benign
0.1,4.3,3.2,7569,pathogenic
0.1,0.3,0.2,18618,pathogenic
0.1,0.1,0.2,29670,pathogenic
0.5,0.1,0.5,10585,pathogenic
58.5,78.1,66.7,4921,pathogenic
0.1,0.1,1.7,7613,benign
0.5,0.1,0.1,16378,benign
0.5,0.1,0.5,329,benign
0.1,0.1,1.7,6137,benign
1.5,0.1,0.7,7436,pathogenic
4.6,6.2,3.9,10582,benign
5.7,0.1,1.9,13446,benign
0.1,0.1,0.2,6547,pathogenic
0,0,0,2330,pathogenic
0.1,0.1,0.4,11875,benign
8.4,11.7,7.5,2928,pathogenic
1.7,1.7,3.4,5956,benign
4.6,6.2,3.9,13556,benign
0.1,0.1,1.7,4241,pathogenic
0.5,0.8,0.1,17084,pathogenic
1.5,0.1,0.7,493,benign
49.8,67.3,57.1,493,benign
3,0.3,0.1,5273,benign
0,0,0,2928,pathogenic
0,0,0,57,pathogenic
1.5,0.1,0.7,12403,benign
0.1,0.1,1.7,9949,pathogenic
1.4,0.1,0.9,10250,benign
5.7,0.1,1.9,21701,pathogenic
0,0,0,6490,pathogenic
0,0,0,20626,pathogenic
0.1,0.3,1,7225,pathogenic
0,0,0,13666,pathogenic
0.5,0.1,0.1,21869,pathogenic
0,0,0,7146,pathogenic
0.1,0.3,0.8,6483,pathogenic
49.8,67.3,57.1,430,benign
0.1,0.1,0.4,29,benign
0.8,1.7,1,23785,benign
0.1,0.1,0.2,8654,pathogenic
2.1,5.9,1.7,7526,pathogenic
49.8,67.3,57.1,1058,benign
59,72.3,58.8,18828,pathogenic
58.5,78.1,66.7,19191,benign
0,0,0,12799,pathogenic
4.6,6.2,3.9,25155,pathogenic
0.1,0.3,0.1,719,pathogenic
0,0,0,21350,pathogenic
5.7,0.1,1.9,4065,pathogenic
0.1,0.1,0.8,6547,pathogenic
0,0,0,27337,pathogenic
59,72.3,58.8,2464,benign
7.8,0.8,0.1,9508,pathogenic
0.6,0.9,0.5,30836,pathogenic
0.1,0.1,0.8,4586,pathogenic
0,0,0,4115,pathogenic
0.5,0.1,0.5,2435,benign
0.6,0.9,0.5,8980,pathogenic
0.1,0.1,0.5,9179,pathogenic
2.1,5.9,1.7,11784,benign
0.5,0.1,0.5,12403,pathogenic
49.8,67.3,57.1,10378,benign
1.5,0.1,0.7,29,benign
0.5,0.9,0.5,9831,pathogenic
0.8,1.7,1,11233,pathogenic
0,0,0,9884,pathogenic
0.1,0.1,0.5,25302,benign
0.1,0.4,0.5,3700,pathogenic
1.4,0.1,0.9,24501,benign
4.6,6.2,3.9,23109,benign
0.1,0.1,0.8,7577,pathogenic
0.1,0.1,0.4,8786,benign
5.7,0.1,1.9,28956,pathogenic
0.5,0.1,0.1,1713,benign
0.3,1.7,2,2876,pathogenic
0,0,0,7601,pathogenic
66.4,71.2,60.6,9453,pathogenic
0.1,4.3,3.2,19139,pathogenic
0.1,0.1,1.7,19139,pathogenic
0,0,0,19139,pathogenic
0,0,0,428,pathogenic
0,0,0,428,pathogenic
0.1,0.3,0.2,1529,pathogenic
0.1,0.1,0.5,1966,pathogenic
4.6,6.2,3.9,10818,benign
1.7,1.7,3.4,26193,benign
0.1,0.3,1,34399,benign
0.1,0.1,0.8,14234,benign
2.8,0.1,3.6,19048,benign
0.1,0.1,1.7,19189,pathogenic
60.3,75.9,68.2,2511,benign
4.6,6.2,3.9,2666,benign
1.4,0.1,0.9,428,pathogenic
0.1,0.1,0.3,2022,pathogenic
0,0,0,18358,pathogenic
0.1,0.1,0.7,12403,benign
0.7,0.1,0.6,3098,benign
0.5,0.1,0.5,17098,benign
0,0,0,10483,pathogenic
0.1,4.3,3.2,7684,benign
0,0,0,4116,pathogenic
0.5,0.9,0.5,12712,benign
1.4,0.1,0.9,24624,pathogenic
0.1,4.3,3.2,17416,benign
3,0.3,0.1,25133,pathogenic
0.1,0.1,0.5,19104,pathogenic
0.9,1.7,1.2,8818,benign
0,0,0,9122,pathogenic
2.4,0.1,3.9,24624,benign
58.5,78.1,66.7,4296,pathogenic
0,0,0,4296,pathogenic
0.8,1.7,1,18040,benign
1.4,0.1,0.9,4296,pathogenic
49.8,67.3,57.1,11110,benign
0.1,0.1,0,4065,pathogenic
0.8,1.7,1,7527,pathogenic
0,0,0,9476,pathogenic
0.1,0.1,0.2,9016,benign
0,0,0,6547,pathogenic
0.1,0.3,1,11226,pathogenic
0,0,0,20286,pathogenic
0.1,0.3,0.2,7652,pathogenic
0.7,0.1,0.2,16732,benign
0.1,0.3,1,2213,benign
0.1,0.1,1.7,8636,benign
0.1,0.1,1.7,26527,benign
0.1,0.1,0.4,19693,benign
5.7,0.1,1.9,5005,pathogenic
0.5,0.1,0.5,11998,pathogenic
4.6,6.2,3.9,11272,benign
0,0,0,12601,pathogenic
0.1,0.1,0.2,14234,pathogenic
82.8,91.5,77.9,3603,pathogenic
0.1,4.3,3.2,28423,benign
0.1,0.1,1.7,10593,pathogenic
0.8,1.7,1,29557,benign
0.1,0.1,0.2,10583,pathogenic
0.6,0.9,0.5,2464,benign
1.4,0.1,0.9,10519,pathogenic
0.1,0.1,0.4,6547,pathogenic
0.1,0.1,0.8,2464,benign
1.5,0.1,0.7,11785,benign
0.1,0.1,0.7,21555,benign
0.5,0.1,0.5,2770,pathogenic
0.5,0.1,0.5,16725,pathogenic
4.6,6.2,3.9,2950,benign
2.6,0.4,0.8,6296,pathogenic
0.5,0.1,0.5,9457,pathogenic
0,0,0,20626,pathogenic
0.1,0.1,0.8,1101,benign
0.1,1.5,0.8,25266,benign
0,0,0,6122,pathogenic
2.3,8.3,9.4,7594,pathogenic
0.8,1.7,1,4976,benign
0.5,0.1,0.1,6342,benign
0.5,0.1,0.5,26552,benign
4.6,6.2,3.9,12403,pathogenic
49.8,67.3,57.1,1753,benign
0.1,0.1,1.7,20423,benign
0,0,0,4115,pathogenic
0,0,0,12496,pathogenic
0.1,0.1,0.8,14000,pathogenic
2.4,0.1,3.9,4235,pathogenic
0.1,0.3,1,20774,pathogenic
0.5,0.1,0.1,10683,pathogenic
0,0,0,7133,pathogenic
0,0,0,583,pathogenic
0.1,0.1,0.5,12496,pathogenic
0.5,0.9,0.5,11573,pathogenic
0.6,0.1,1,33,pathogenic
5.7,5.8,4.9,6826,pathogenic
0.5,0.1,0.1,939,pathogenic
0.1,0.1,0.5,14374,pathogenic
0.1,0.1,0.3,17084,benign
0,0,0,7720,pathogenic
0.5,0.1,0.1,2212,benign
0,0,0,12766,pathogenic
0.1,0.3,1,10985,pathogenic
0.1,0.3,0.2,870,benign
0.1,0.1,1.7,30778,pathogenic
0.1,1.8,0.7,13201,benign
0.6,0.1,1,8582,pathogenic
2.6,0.4,0.8,8582,pathogenic
0.5,0.1,0.5,8582,pathogenic
0.1,0.3,0.1,8582,pathogenic
0.1,0.1,0.9,12371,benign
58.5,78.1,66.7,14881,benign
58.5,78.1,66.7,6547,pathogenic
0.5,0.1,0.1,9008,benign
0.5,0.1,0.1,7590,benign
2.3,8.3,9.4,1330,pathogenic
2.1,5.9,1.7,12665,pathogenic
0,0,0,13771,pathogenic
4.6,6.2,3.9,6484,benign
0.3,1.7,2,17084,benign
0.1,0.3,1,9588,pathogenic
0.1,4.3,3.2,25221,pathogenic
0.1,0.1,0.3,13436,pathogenic
0,0,0,1101,pathogenic
0.6,0.1,1,1884,pathogenic
1.5,0.1,0.7,30664,benign
1.5,0.1,0.7,321,benign
0.1,0.3,0.2,2260,pathogenic
8.4,11.7,7.5,10882,benign
0.5,0.1,0.1,10882,benign
0,0,0,8927,pathogenic
0.1,0.3,0.2,7594,benign
0.1,4.3,3.2,24576,benign
0.8,1.7,1,3689,benign
0.1,0.1,0.4,8787,pathogenic
0.5,0.1,0.5,10600,pathogenic
0.8,1.7,1,6694,pathogenic
0.1,0.1,1.7,59,pathogenic
0.5,0.9,0.5,91,pathogenic
46.5,78.9,56.8,6155,pathogenic
5.7,0.1,1.9,19041,benign
0,0,0,28912,pathogenic
0,0,0,1101,pathogenic
0.5,0.8,0.1,16636,benign
0.1,0.1,0.8,15888,pathogenic
59,72.3,58.8,28472,benign
0,0,0,16873,pathogenic
0.1,0.1,0.2,3546,pathogenic
0,0,0,3546,pathogenic
0.1,1.5,0.8,3097,pathogenic
3,0.3,0.1,3546,pathogenic
0.5,0.8,0.1,3546,pathogenic
49.8,67.3,57.1,3546,pathogenic
5.7,0.1,1.9,18155,benign
0,0,0,3546,pathogenic
1.5,0.1,0.7,3386,benign
2.6,0.4,0.8,341,pathogenic
0.1,0.1,0.5,904,pathogenic
0.3,1.7,2,4057,pathogenic
0.5,0.8,0.1,7325,pathogenic
0.1,0.1,0.2,3551,pathogenic
0.3,1.7,2,3551,pathogenic
0.9,1.4,0.5,3551,pathogenic
1.5,0.1,0.7,3551,pathogenic
0.1,0.1,0.1,3551,pathogenic
59,72.3,58.8,3551,pathogenic
0.1,0.1,0.2,3551,pathogenic
1.4,0.1,0.9,3551,pathogenic
0,0,0,8108,pathogenic
2.3,8.3,9.4,20626,pathogenic
0.1,0.1,0.3,7594,benign
1.9,2.7,3.6,11386,pathogenic
0.1,0.1,0.5,14938,pathogenic
0,0,0,9834,pathogenic
0,0,0,12874,pathogenic
5.7,0.1,1.9,2372,pathogenic
0,0,0,2372,pathogenic
82.8,91.5,77.9,7632,pathogenic
0.5,0.1,0.1,9217,pathogenic
0,0,0,5391,pathogenic
0.1,0.1,0.1,4056,pathogenic
0,0,0,21575,pathogenic
0.5,0.1,0.5,3544,pathogenic
2.8,0.1,3.6,3544,pathogenic
0,0,0,1346,pathogenic
0.1,4.3,3.2,6188,pathogenic
1.5,0.1,0.7,894,pathogenic
0.5,0.1,0.1,894,pathogenic
1.1,0.1,0.3,76,pathogenic
0.3,1.7,2,76,pathogenic
0.5,0.9,0.5,2148,pathogenic
0.1,0.3,1,12405,pathogenic
58.5,78.1,66.7,20444,pathogenic
0.7,0.1,0.6,2383,pathogenic
0.1,0.3,0.1,2383,pathogenic
0.1,0.6,0.3,16068,benign
0,0,0,21555,pathogenic
0.1,4.3,3.2,26648,benign
0.5,0.1,0.5,7569,pathogenic
0.7,0.1,0.6,6740,pathogenic
0.1,0.1,0.5,6740,pathogenic
0,0,0,6091,pathogenic
0,0,0,21555,pathogenic
0,0,0,21555,pathogenic
0.3,1.7,2,14977,pathogenic
0.1,0.1,0.5,6685,pathogenic
1.5,0.1,0.7,6816,pathogenic
1.5,0.1,0.7,3700,pathogenic
0.6,0.9,0.5,8623,pathogenic
0.5,0.9,0.5,7027,pathogenic
0.1,0.1,0.1,7606,pathogenic
0.1,0.1,0.2,7974,pathogenic
0.1,0.1,0.1,8786,pathogenic
0.8,1.7,1,3309,pathogenic
0.1,0.6,0.3,2701,pathogenic
0.1,0.3,0.2,32528,pathogenic
0.1,0.3,1,2201,pathogenic
0.5,0.9,0.5,2200,pathogenic
0.5,0.6,0.2,15446,pathogenic
0.7,0.1,0.6,15860,pathogenic
0.1,0.1,0.3,9942,pathogenic
0.5,0.9,0.5,9942,pathogenic
0.1,0.3,1,10012,pathogenic
0,0,0,10012,pathogenic
0.5,0.9,0.5,10012,pathogenic
0,0,0,600,pathogenic
0.6,0.9,0.5,600,pathogenic
0,0,0,5439,pathogenic
0.5,0.1,0.5,775,pathogenic
0.1,0.3,0.8,10295,pathogenic
5.7,0.1,1.9,30859,pathogenic
0.1,0.1,0.8,30859,pathogenic
2.1,5.9,1.7,30859,pathogenic
0.3,1.7,2,12423,pathogenic
0.1,0.1,0.2,12601,pathogenic
0.1,0.1,0.3,12601,pathogenic
0,0,0,626,pathogenic
0.1,0.3,0.2,3756,pathogenic
1.5,0.1,0.7,3756,pathogenic
0.1,0.3,1,171,pathogenic
82.8,91.5,77.9,171,pathogenic
0.6,0.9,0.5,171,pathogenic
0.5,1.2,0.2,171,pathogenic
5.7,0.1,1.9,130,pathogenic
46.5,78.9,56.8,5439,pathogenic
0.5,0.1,0.1,812,pathogenic
0,0,0,1062,pathogenic
0,0,0,1062,pathogenic
0,0,0,1071,pathogenic
0.1,0.1,1.7,1382,pathogenic
0.5,0.1,0.5,1943,pathogenic
49.8,67.3,57.1,1943,pathogenic
0.5,0.1,0.5,2590,pathogenic
0.1,0.1,0.3,2203,pathogenic
82.8,91.5,77.9,2203,pathogenic
0,0,0,2214,pathogenic
82.8,91.5,77.9,2214,pathogenic
0,0,0,2209,pathogenic
0.3,1.7,2,2212,pathogenic
1.7,1.7,3.4,2212,pathogenic
0,0,0,2212,pathogenic
58.5,78.1,66.7,2212,pathogenic
0.1,0.3,1,2186,pathogenic
0,0,0,4279,pathogenic
4.6,6.2,3.9,4279,pathogenic
60.3,75.9,68.2,4279,pathogenic
7.8,0.8,0.1,4279,pathogenic
0.1,0.3,0.1,4274,pathogenic
5.7,0.1,1.9,3052,pathogenic
0.1,0.3,0.1,2861,pathogenic
0.5,0.8,0.1,8021,pathogenic
0.5,0.8,0.1,4172,pathogenic
0.5,0.8,0.1,3603,pathogenic
0.5,0.9,0.5,3603,pathogenic
1.5,0.1,0.7,3603,pathogenic
0.5,0.8,0.1,3603,pathogenic
0.5,0.8,0.1,3603,pathogenic
0,0,0,4010,pathogenic
0.5,0.9,0.5,4010,pathogenic
0.1,0.1,0.5,4171,pathogenic
0.5,0.1,0.5,4171,pathogenic
0.1,0.3,0.2,4171,pathogenic
0,0,0,4171,pathogenic
0.1,0.1,0.2,4171,pathogenic
0.7,0.1,0.2,4171,pathogenic
0.3,1.7,2,4584,pathogenic
0.8,1.7,1,7133,benign
0,0,0,4585,pathogenic
1.5,0.1,0.7,4241,pathogenic
0.1,1.1,0.4,4816,pathogenic
0,0,0,6413,pathogenic
0,0,0,6388,pathogenic
0.1,0.1,0.2,6388,pathogenic
0.1,1.5,0.9,6388,pathogenic
5.7,0.1,1.9,6487,pathogenic
0.1,0.1,0.8,7376,pathogenic
0.1,0.1,2.3,6816,pathogenic
0.5,0.9,0.5,6816,pathogenic
5.7,0.1,1.9,6816,pathogenic
0.1,4.3,3.2,9179,pathogenic
0,0,0,6913,pathogenic
0.1,0.7,0,10947,pathogenic
0.3,1.7,2,10947,pathogenic
0.1,0.3,0.2,10947,pathogenic
0.1,1.5,0.9,7197,pathogenic
0.1,0.1,0.5,7549,pathogenic
3,0.3,0.1,7549,pathogenic
0.3,1.7,2,392,pathogenic
0.1,0.3,0.2,1097,pathogenic
8.4,11.7,7.5,1097,pathogenic
0.1,0.4,0.1,2433,pathogenic
0.1,0.1,0.2,12784,pathogenic
0.1,0.1,0.2,1541,pathogenic
0.1,0.1,0.2,1541,pathogenic
0.5,0.8,0.1,1541,pathogenic
2.8,0.1,3.6,9142,pathogenic
1.4,0.1,0.9,124,pathogenic
0,0,0,124,pathogenic
46.5,78.9,56.8,124,pathogenic
0.5,0.1,0.5,124,pathogenic
0.7,0.1,0.6,3356,pathogenic
0.1,0.1,0.2,9456,pathogenic
0.5,0.8,0.1,9456,pathogenic
0.1,0.3,0.8,3689,pathogenic
0.1,0.6,0.2,3689,pathogenic
0.1,0.4,0.1,3689,pathogenic
0.1,0.4,0.1,9402,pathogenic
0.1,0.1,0.1,9545,pathogenic
0.1,0.3,1,11037,pathogenic
0,0,0,10588,pathogenic
0.3,1.7,2,10588,pathogenic
2.3,8.3,9.4,10588,pathogenic
0.5,0.1,0.1,10588,pathogenic
0.8,1.7,1,10588,pathogenic
0,0,0,11195,pathogenic
0,0,0,2481,pathogenic
0.5,0.1,0.5,7983,pathogenic
0.1,0.1,0.3,29021,benign
0,0,0,9388,pathogenic
3,0.3,0.1,9388,pathogenic
0.6,0.9,0.5,9388,pathogenic
1.4,0.1,0.9,9388,pathogenic
0.1,4.3,3.2,11772,pathogenic
0.5,0.1,0.5,4235,benign
0.1,0.1,0.2,9475,pathogenic
0.5,0.9,0.5,7606,pathogenic
5.7,0.1,1.9,7606,pathogenic
49.8,67.3,57.1,18704,pathogenic
1.4,0.1,0.9,11111,pathogenic
59,72.3,58.8,10432,pathogenic
0,0,0,1497,pathogenic
0,0,0,1497,pathogenic
0,0,0,11122,pathogenic
0,0,0,11122,pathogenic
0,0,0,11122,pathogenic
0.1,0.6,0.3,12509,pathogenic
49.8,67.3,57.1,12509,pathogenic
8.4,11.7,7.5,12509,pathogenic
49.8,67.3,57.1,12509,pathogenic
0.1,0.1,0.5,29861,pathogenic
0,0,0,29861,pathogenic
0.5,0.6,0.2,18060,pathogenic
49.8,67.3,57.1,12731,pathogenic
1.4,0.1,0.9,12731,pathogenic
0,0,0,3663,pathogenic
0,0,0,7095,pathogenic
0.1,0.1,0.8,8079,pathogenic
0.5,0.8,0.1,8079,pathogenic
0,0,0,26837,pathogenic
0.1,0.1,1.7,17652,pathogenic
0.1,0.1,1.7,15819,pathogenic
5.7,0.1,1.9,5157,pathogenic
0,0,0,8957,pathogenic
0.1,0.1,0.1,16378,benign
